Year,Make,Model,average buyer rating,# of buyers,average seller rating,# of sellers,,,adjusted buyer ranking,adjusted sellers ranking,,buyer rating reliability,seller rating reliability,,final ranking
2020,Mitsubishi,Outlander Sport SE,4.9,72,4.6,78,,,4.82,4.6,,92.37,100.0,,4.71
2019,Chevrolet,Tahoe LS,4.6,210,4.8,1126,,,4.6,4.8,,100.0,100.0,,4.7
2019,RAM,1500 Classic Warlock,4.7,143,4.5,121,,,4.7,4.5,,100.0,100.0,,4.6
2017,Acura,TLX Technology Package,4.7,40,4.8,1666,,,3.94,4.8,,24.36,100.0,,4.63
2015,Volvo,S60 T5 Premier Plus,4.7,51,4.8,1666,,,4.23,4.8,,52.83,100.0,,4.6
2014,Porsche,911 Carrera,4.8,40,4.6,154,,,4.04,4.6,,24.36,100.0,,4.49
2010,Scion,tC,4.4,19,4.5,2,,,3.43,3.51,,2.89,0.59,,3.44
2017,Kia,Soul Base,4.8,457,4.5,710,,,4.8,4.5,,100.0,100.0,,4.65
2020,Volkswagen,Atlas Cross Sport 2.0T S,4.7,34,4.1,421,,,3.84,4.1,,14.02,100.0,,4.07
2018,Porsche,Macan GTS,4.8,68,4.5,285,,,4.68,4.5,,88.49,100.0,,4.59
2009,Saturn,Outlook XR,4.5,22,4.8,430,,,3.54,4.8,,4.02,100.0,,4.75
2018,Cadillac,ATS 2.0L Turbo,4.7,28,5.0,41,,,3.78,4.97,,7.63,97.26,,4.89
2017,GMC,Yukon XL Denali,4.6,26,4.6,3018,,,3.66,4.6,,6.18,100.0,,4.55
2018,Audi,Q3 2.0T Premium Plus,4.8,52,2.5,17,,,4.36,1.64,,55.64,14.37,,3.8
2020,Chevrolet,Tahoe LT,4.4,78,4.6,281,,,4.36,4.6,,95.98,100.0,,4.48
2019,Mazda,CX-5 Sport,4.8,230,4.7,276,,,4.8,4.7,,100.0,100.0,,4.75
2021,Kia,Sportage S,4.8,118,4.66,5648,,,4.8,4.66,,99.96,100.0,,4.73
2021,Acura,RDX w/Technology Package,4.8,84,4.74,2384,,,4.78,4.74,,97.92,100.0,,4.76
2020,Alfa,Romeo Giulia Ti,4.9,11,3.8,6,,,3.91,2.81,,1.19,1.42,,3.31
2016,Nissan,Altima 2.5 S,4.7,474,4.77,2271,,,4.7,4.77,,100.0,100.0,,4.73
2016,Mercedes-Benz,GLE-Class GLE 350 4MATIC,4.7,11,1.6,4,,,3.71,0.61,,1.19,0.91,,2.36
2012,Acura,TL Technology,4.7,92,4.9,114,,,4.69,4.9,,99.15,100.0,,4.8
2018,Porsche,Macan,4.8,136,3.17,7,,,4.8,2.19,,99.99,1.77,,4.75
2019,Porsche,718 Boxster Base,4.9,9,4.8,1,,,3.91,3.8,,0.95,0.47,,3.87
2022,Honda,Civic Sport,5.0,6,4.21,45,,,4.01,4.2,,0.68,98.86,,4.2
2014,Lexus,LS 460 Base,4.9,66,4.68,700,,,4.76,4.68,,85.98,100.0,,4.72
2021,Volkswagen,Atlas 3.6L SE w/Technology,4.8,84,4.5,761,,,4.78,4.5,,97.92,100.0,,4.64
2019,Toyota,Camry XLE,4.8,309,3.9,93,,,4.8,3.9,,100.0,100.0,,4.35
2018,Lincoln,Navigator L Select,4.9,9,4.8,708,,,3.91,4.8,,0.95,100.0,,4.79
2019,Volkswagen,Atlas 3.6L S,4.5,132,4.8,694,,,4.5,4.8,,99.99,100.0,,4.65
2022,Hyundai,Tucson SEL,4.7,32,4.9,1917,,,3.82,4.9,,11.51,100.0,,4.79
2015,INFINITI,QX60 Base,4.6,153,4.49,1535,,,4.6,4.49,,100.0,100.0,,4.54
2020,Hyundai,Tucson Sport,4.7,342,1.3,8,,,4.7,0.32,,100.0,2.2,,4.61
2021,Mercedes-Benz,CLA 250 Base,4.2,4,4.66,1377,,,3.21,4.66,,0.54,100.0,,4.65
2020,Mazda,CX-5 Sport,4.9,140,4.9,9469,,,4.9,4.9,,100.0,100.0,,4.9
2017,Volkswagen,Tiguan 2.0T Sport,4.8,188,4.57,1083,,,4.8,4.57,,100.0,100.0,,4.68
2020,Mercedes-Benz,E-Class E 350,5.0,10,4.7,1272,,,4.01,4.7,,1.06,100.0,,4.69
2014,BMW,528 i,4.7,29,3.6,209,,,3.78,3.6,,8.47,100.0,,3.61
2021,Chevrolet,Trailblazer LT,4.8,85,4.7,2152,,,4.78,4.7,,98.14,100.0,,4.74
2017,Kia,Sportage LX,4.8,391,4.8,2227,,,4.8,4.8,,100.0,100.0,,4.8
2003,Acura,TL 3.2,4.5,64,5.0,1,,,4.33,4.0,,83.01,0.47,,4.33
2014,Mazda,Mazda6 i Grand Touring,4.7,115,4.7,196,,,4.7,4.7,,99.94,100.0,,4.7
2019,Chevrolet,Tahoe Premier,4.6,210,4.6,2110,,,4.6,4.6,,100.0,100.0,,4.6
2016,Acura,RDX,4.8,61,4.3,8,,,4.58,3.32,,77.67,2.2,,4.54
2021,Buick,Envision Essence,4.9,23,4.4,723,,,3.94,4.4,,4.48,100.0,,4.38
2018,Lexus,RX 350 F Sport,4.8,180,4.65,6200,,,4.8,4.65,,100.0,100.0,,4.72
2020,Chevrolet,Trax LT,4.5,300,4.56,4730,,,4.5,4.56,,100.0,100.0,,4.53
2018,GMC,Acadia Denali,4.5,242,4.72,3228,,,4.5,4.72,,100.0,100.0,,4.61
2019,Honda,Pilot Touring 8-Passenger,4.8,223,4.7,1534,,,4.8,4.7,,100.0,100.0,,4.75
2021,Toyota,Highlander LE,4.9,93,4.3,54,,,4.89,4.3,,99.24,99.85,,4.59
2021,Toyota,Camry XSE,4.8,414,4.6,8235,,,4.8,4.6,,100.0,100.0,,4.7
2017,GMC,Yukon SLT,4.7,79,4.9,6,,,4.66,3.91,,96.4,1.42,,4.65
2019,Honda,HR-V EX,4.6,330,4.76,12770,,,4.6,4.76,,100.0,100.0,,4.68
2021,Honda,HR-V EX,4.7,45,4.6,142,,,4.06,4.6,,36.2,100.0,,4.46
2007,Jeep,Wrangler X,4.2,96,4.0,5,,,4.19,3.01,,99.46,1.14,,4.18
2019,Alfa,Romeo Giulia Base,4.7,58,4.78,6862,,,4.41,4.78,,71.23,100.0,,4.63
2017,Mercedes-Benz,C-Class C 300 4MATIC,4.7,208,4.61,170,,,4.7,4.61,,100.0,100.0,,4.65
2021,Jeep,Grand Cherokee Laredo E,4.7,116,4.0,1648,,,4.7,4.0,,99.94,100.0,,4.35
2019,Toyota,C-HR XLE,4.8,91,4.7,2103,,,4.79,4.7,,99.05,100.0,,4.75
2015,Volkswagen,Jetta 1.8T SE,4.7,156,4.8,492,,,4.7,4.8,,100.0,100.0,,4.75
2020,Audi,Q7 55 quattro Premium Plus,5.0,12,4.59,448,,,4.01,4.59,,1.33,100.0,,4.58
2013,BMW,535 i,4.7,47,1.0,2,,,4.12,0.01,,41.58,0.59,,4.06
2021,Subaru,Ascent Limited 7-Passenger,4.7,90,4.82,1990,,,4.69,4.82,,98.94,100.0,,4.76
2016,Ford,Edge Titanium,4.6,145,4.6,1109,,,4.6,4.6,,100.0,100.0,,4.6
2018,Toyota,C-HR XLE Premium,4.7,198,4.6,2022,,,4.7,4.6,,100.0,100.0,,4.65
2019,Audi,Q5 Premium Plus,4.7,42,4.8,896,,,3.99,4.8,,28.77,100.0,,4.62
2015,Jeep,Wrangler Unlimited Rubicon,4.6,138,4.3,805,,,4.6,4.3,,100.0,100.0,,4.45
2016,Jeep,Grand Cherokee Summit,4.7,135,4.3,782,,,4.7,4.3,,99.99,100.0,,4.5
2018,Ferrari,GTC4Lusso V12,5.0,2,4.3,12,,,4.0,3.35,,0.43,5.21,,3.4
2010,Mercedes-Benz,GLK-Class GLK 350 4MATIC,4.6,64,4.1,34,,,4.43,3.98,,83.01,88.17,,4.2
2017,INFINITI,QX80 Limited,4.8,50,3.9,36,,,4.3,3.82,,50.0,92.09,,3.99
2021,Ford,F-150 XLT,4.8,79,4.9,757,,,4.76,4.9,,96.4,100.0,,4.83
2018,Hyundai,Tucson Value,4.7,548,4.7,6694,,,4.7,4.7,,100.0,100.0,,4.7
2018,Subaru,Forester 2.5i Touring,4.8,505,4.8,2601,,,4.8,4.8,,100.0,100.0,,4.8
2020,Toyota,Tacoma,4.7,123,4.9,306,,,4.7,4.9,,99.97,100.0,,4.8
2004,Hyundai,Elantra GLS,4.1,30,4.4,14,,,3.19,3.48,,9.39,7.91,,3.32
2014,Ford,Fusion Titanium,4.6,506,4.8,2731,,,4.6,4.8,,100.0,100.0,,4.7
2019,BMW,430 Gran Coupe i,4.7,16,4.5,788,,,3.72,4.5,,2.08,100.0,,4.48
2019,Acura,TLX V6 w/Technology Package,4.4,55,4.8,1642,,,4.04,4.8,,63.8,100.0,,4.5
2018,GMC,Acadia SLT-1,4.5,121,4.2,197,,,4.5,4.2,,99.97,100.0,,4.35
2020,Subaru,Ascent Limited 8-Passenger,4.8,83,4.1,16,,,4.78,3.22,,97.68,11.83,,4.61
2020,Lincoln,Aviator Reserve RWD,4.0,88,4.9,12912,,,3.99,4.9,,98.67,100.0,,4.45
2017,Ford,Explorer Limited,4.7,364,4.9,183,,,4.7,4.9,,100.0,100.0,,4.8
2018,Ford,Escape SEL,4.7,1156,4.32,363,,,4.7,4.32,,100.0,100.0,,4.51
2020,Audi,Q8 55 Premium,4.7,6,4.8,1100,,,3.71,4.8,,0.68,100.0,,4.79
2016,GMC,Sierra 1500 SLT,4.6,91,4.0,36,,,4.59,3.92,,99.05,92.09,,4.27
2020,Volvo,S90 T6 R-Design,5.0,10,4.3,262,,,4.01,4.3,,1.06,100.0,,4.3
2019,Ford,EcoSport SE,4.5,106,4.8,644,,,4.5,4.8,,99.83,100.0,,4.65
2021,Mazda,CX-9 Grand Touring,4.8,17,4.8,837,,,3.82,4.8,,2.32,100.0,,4.78
2020,Land,Rover Range Rover SWB,4.7,10,3.1,8,,,3.71,2.12,,1.06,2.2,,2.64
2022,Honda,Civic LX,5.0,3,2.2,25,,,4.0,1.7,,0.48,50.0,,1.72
2011,Dodge,Dakota Big Horn/Lone Star,4.4,26,4.5,163,,,3.46,4.5,,6.18,100.0,,4.44
2019,Acura,ILX w/Premium Pkg,4.7,24,4.5,272,,,3.75,4.5,,4.99,100.0,,4.46
2019,Land,Rover Range Rover 5.0 Supercharged LWB,4.5,16,2.7,60,,,3.52,2.7,,2.08,99.96,,2.72
2021,Subaru,Outback Premium,4.8,324,4.54,504,,,4.8,4.54,,100.0,100.0,,4.67
2020,Honda,HR-V LX,4.8,65,4.8,863,,,4.65,4.8,,84.55,100.0,,4.73
2012,BMW,328 i,4.5,48,2.7,9,,,3.94,1.73,,44.36,2.74,,3.81
2014,Chevrolet,Silverado 1500 LTZ,4.6,266,1.0,1,,,4.6,0.0,,100.0,0.47,,4.58
2021,Land,Rover Defender 110 X-Dynamic HSE,5.0,4,1.0,3,,,4.01,0.01,,0.54,0.73,,1.71
2017,Subaru,WRX STI Base,4.7,29,4.6,176,,,3.78,4.6,,8.47,100.0,,4.54
2017,Volkswagen,Jetta 1.4T S,4.7,258,4.6,176,,,4.7,4.6,,100.0,100.0,,4.65
2019,GMC,Yukon XL Denali,4.8,18,4.7,144,,,3.83,4.7,,2.59,100.0,,4.68
2021,Buick,Enclave Essence,4.8,36,4.02,1062,,,3.97,4.02,,16.99,100.0,,4.01
2022,Tesla,Model S Plaid,5.0,1,1.3,13,,,4.0,0.36,,0.39,6.43,,0.57
2018,Volvo,S90 T5 Momentum,4.8,112,4.79,1587,,,4.8,4.79,,99.91,100.0,,4.79
2019,Dodge,Challenger SXT,4.8,450,4.18,982,,,4.8,4.18,,100.0,100.0,,4.49
2020,Cadillac,CT4 Premium Luxury,4.9,14,3.9,154,,,3.92,3.9,,1.66,100.0,,3.9
2020,GMC,Sierra 1500 AT4,4.8,66,1.4,1,,,4.66,0.4,,85.98,0.47,,4.64
2013,Hyundai,Elantra GLS,4.4,329,4.8,994,,,4.4,4.8,,100.0,100.0,,4.6
2020,Ford,Transit-250 Base,5.0,15,4.78,4868,,,4.02,4.78,,1.86,100.0,,4.77
2020,Ford,Mustang GT Premium,4.9,68,4.8,1258,,,4.78,4.8,,88.49,100.0,,4.79
2016,BMW,428 i SULEV,4.7,30,4.7,57,,,3.79,4.7,,9.39,99.92,,4.62
2018,Audi,Q7 2.0T Premium,4.7,63,4.5,362,,,4.51,4.5,,81.36,100.0,,4.51
2018,Porsche,Panamera Sport Turismo Turbo,4.7,3,4.8,213,,,3.7,4.8,,0.48,100.0,,4.79
2018,Audi,R8 5.2 quattro Plus,4.9,5,4.9,329,,,3.91,4.9,,0.61,100.0,,4.89
2019,Volvo,XC90 T6 Inscription,4.7,138,4.76,1004,,,4.7,4.76,,100.0,100.0,,4.73
2017,BMW,530 i xDrive,4.7,12,4.8,1638,,,3.71,4.8,,1.33,100.0,,4.79
2019,Mercedes-Benz,S-Class S 560,4.6,42,4.51,2412,,,3.89,4.51,,28.77,100.0,,4.37
2012,Land,Rover Range Rover Supercharged,4.4,32,4.5,955,,,3.52,4.5,,11.51,100.0,,4.4
2019,Mazda,Mazda3 FWD w/Preferred Package,4.8,36,4.6,469,,,3.97,4.6,,16.99,100.0,,4.51
2021,GMC,Sierra 1500 Elevation,4.2,43,4.5,71,,,3.51,4.5,,31.15,100.0,,4.27
2020,Toyota,4Runner SR5,4.8,252,4.82,5792,,,4.8,4.82,,100.0,100.0,,4.81
2020,BMW,330 i xDrive,4.6,25,4.7,1669,,,3.66,4.7,,5.56,100.0,,4.65
2018,BMW,340 i xDrive,4.9,16,4.5,611,,,3.92,4.5,,2.08,100.0,,4.49
2021,Subaru,Crosstrek Limited,4.8,78,4.8,1113,,,4.76,4.8,,95.98,100.0,,4.78
2017,Buick,Enclave Premium,4.8,411,4.83,1900,,,4.8,4.83,,100.0,100.0,,4.81
2021,Volkswagen,Atlas 2.0T SE,4.8,42,4.6,1377,,,4.09,4.6,,28.77,100.0,,4.49
2019,Honda,Accord EX-L,4.7,223,4.8,4124,,,4.7,4.8,,100.0,100.0,,4.75
2010,Ford,Escape Limited,4.3,139,4.5,110,,,4.3,4.5,,100.0,100.0,,4.4
2019,Lexus,RC 350 350,4.9,12,4.9,2693,,,3.91,4.9,,1.33,100.0,,4.89
2021,GMC,Acadia SLE,4.9,39,4.9,97,,,4.12,4.9,,22.33,100.0,,4.76
2021,Ford,Bronco Sport Big Bend,4.8,56,4.9,448,,,4.46,4.9,,66.37,100.0,,4.73
2021,BMW,540 i xDrive,4.9,3,4.5,1031,,,3.9,4.5,,0.48,100.0,,4.5
2020,Acura,MDX 3.5L w/Advance Package,4.9,50,4.6,500,,,4.4,4.6,,50.0,100.0,,4.53
2020,Acura,TLX V6 w/Technology Package,4.9,64,4.8,6492,,,4.73,4.8,,83.01,100.0,,4.77
2019,INFINITI,Q50 3.0t LUXE,4.7,32,3.7,107,,,3.82,3.7,,11.51,100.0,,3.71
2016,Toyota,Camry,4.7,247,4.8,825,,,4.7,4.8,,100.0,100.0,,4.75
2017,Chevrolet,Corvette Grand Sport,4.8,471,4.79,7808,,,4.8,4.79,,100.0,100.0,,4.79
2010,Ford,Mustang Premium,4.7,138,4.3,13,,,4.7,3.36,,100.0,6.43,,4.62
2016,BMW,535 i,4.7,28,4.6,386,,,3.78,4.6,,7.63,100.0,,4.54
2021,Porsche,Taycan Base,5.0,2,4.3,6,,,4.0,3.31,,0.43,1.42,,3.48
2015,Volvo,S60 T5 Premier,4.7,51,4.3,675,,,4.23,4.3,,52.83,100.0,,4.28
2012,Acura,TSX 2.4,4.7,50,3.5,52,,,4.2,3.5,,50.0,99.76,,3.73
2015,Ford,F-150 Platinum,4.7,357,4.6,45,,,4.7,4.59,,100.0,98.86,,4.64
2012,Nissan,Murano SL,4.7,89,4.7,114,,,4.69,4.7,,98.81,100.0,,4.69
2021,Nissan,Rogue SL,4.7,94,3.2,554,,,4.69,3.2,,99.32,100.0,,3.94
2017,Nissan,Rogue SV,4.7,1641,4.74,3021,,,4.7,4.74,,100.0,100.0,,4.72
2019,BMW,440 Gran Coupe i xDrive,4.8,10,4.8,505,,,3.81,4.8,,1.06,100.0,,4.79
2017,BMW,X6 sDrive35i,4.8,20,4.6,797,,,3.83,4.6,,3.23,100.0,,4.58
2019,Ford,Mustang GT Premium,4.7,154,4.8,640,,,4.7,4.8,,100.0,100.0,,4.75
2019,Subaru,Outback 2.5i,4.7,524,4.64,2255,,,4.7,4.64,,100.0,100.0,,4.67
2021,Ford,Ranger XLT,4.8,28,4.7,145,,,3.88,4.7,,7.63,100.0,,4.64
2020,Nissan,Maxima 3.5 SR,5.0,17,4.6,845,,,4.02,4.6,,2.32,100.0,,4.59
2017,Honda,Ridgeline Black Edition,4.7,185,4.7,2152,,,4.7,4.7,,100.0,100.0,,4.7
2014,Volkswagen,Passat 2.0L TDI DSG SEL Premium,4.6,135,4.3,77,,,4.6,4.3,,99.99,100.0,,4.45
2020,Acura,ILX,4.5,16,3.0,5,,,3.52,2.01,,2.08,1.14,,2.99
2018,Hyundai,Santa Fe SE,4.7,75,4.7,7137,,,4.64,4.7,,94.44,100.0,,4.67
2016,BMW,535 i xDrive,4.7,56,4.82,481,,,4.36,4.82,,66.37,100.0,,4.64
2014,Mercedes-Benz,M-Class ML 350 4MATIC,4.7,60,3.6,38,,,4.46,3.55,,75.64,94.79,,3.95
2013,Toyota,RAV4 XLE,4.5,182,4.6,431,,,4.5,4.6,,100.0,100.0,,4.55
2016,Hyundai,Genesis 3.8,4.8,57,2.4,28,,,4.49,2.06,,68.85,66.14,,3.3
2018,Honda,Pilot Touring,4.6,224,4.7,1185,,,4.6,4.7,,100.0,100.0,,4.65
2016,Honda,Accord EX,4.7,286,4.4,189,,,4.7,4.4,,100.0,100.0,,4.55
2017,Volkswagen,Tiguan 2.0T,4.8,94,2.6,3,,,4.79,1.61,,99.32,0.73,,4.77
2017,Jeep,Grand Cherokee Overland,4.8,668,4.69,2738,,,4.8,4.69,,100.0,100.0,,4.75
2016,Chevrolet,Equinox LT,4.7,784,4.58,870,,,4.7,4.58,,100.0,100.0,,4.64
2021,GMC,Sierra 1500 SLT,4.2,43,4.3,115,,,3.51,4.3,,31.15,100.0,,4.11
2016,BMW,228 i xDrive,4.6,23,4.7,848,,,3.64,4.7,,4.48,100.0,,4.65
2016,Land,Rover LR4 Base,4.5,16,4.2,53,,,3.52,4.2,,2.08,99.81,,4.18
2019,Kia,Sorento EX V6,4.7,256,4.6,162,,,4.7,4.6,,100.0,100.0,,4.65
2018,Jaguar,F-PACE 25t R-Sport,4.6,57,4.6,531,,,4.29,4.6,,68.85,100.0,,4.47
2010,BMW,535 i,4.6,36,5.0,1,,,3.77,4.0,,16.99,0.47,,3.78
2018,Nissan,Rogue SV,4.7,1660,4.77,2700,,,4.7,4.77,,100.0,100.0,,4.73
2020,Jeep,Grand Cherokee Laredo,4.8,150,4.7,52,,,4.8,4.7,,100.0,99.76,,4.75
2020,Alfa,Romeo Stelvio Ti,4.9,11,4.6,1596,,,3.91,4.6,,1.19,100.0,,4.59
2021,Volkswagen,Atlas Cross Sport 3.6L V6 SEL R-Line,4.5,20,4.5,1420,,,3.53,4.5,,3.23,100.0,,4.47
2011,Hyundai,Tucson GLS,4.4,62,4.5,1437,,,4.2,4.5,,79.58,100.0,,4.37
2020,Subaru,Outback Onyx Edition XT,4.7,215,4.8,1263,,,4.7,4.8,,100.0,100.0,,4.75
2021,Kia,Seltos LX,4.8,113,4.7,700,,,4.8,4.7,,99.92,100.0,,4.75
2010,Mercury,Mariner Premier I4 AWD 4dr SUV,4.1,28,4.9,2,,,3.18,3.91,,7.63,0.59,,3.23
2021,RAM,1500 TRX,4.8,92,4.7,558,,,4.79,4.7,,99.15,100.0,,4.75
2020,Nissan,Armada Platinum,4.7,8,4.9,327,,,3.71,4.9,,0.85,100.0,,4.89
2014,Porsche,Cayenne GTS,4.8,37,4.5,804,,,3.99,4.5,,18.64,100.0,,4.42
2018,Chevrolet,Malibu 1LS,4.6,209,4.6,151,,,4.6,4.6,,100.0,100.0,,4.6
2021,Honda,Passport Touring,4.8,19,4.2,802,,,3.83,4.2,,2.89,100.0,,4.19
2014,Ford,Escape S,4.4,457,4.5,461,,,4.4,4.5,,100.0,100.0,,4.45
2016,Chevrolet,Corvette Stingray,4.8,128,4.7,3485,,,4.8,4.7,,99.99,100.0,,4.75
2018,Mercedes-Benz,E-Class E 400,4.8,64,4.6,1121,,,4.63,4.6,,83.01,100.0,,4.61
2019,Audi,S4 3.0T Prestige,4.8,4,4.2,77,,,3.81,4.2,,0.54,100.0,,4.2
2019,Nissan,Rogue SV,4.7,765,4.61,2075,,,4.7,4.61,,100.0,100.0,,4.66
2014,Honda,Odyssey Touring,4.6,129,4.4,1948,,,4.6,4.4,,99.99,100.0,,4.5
2017,Jeep,Wrangler Sahara,4.7,112,4.7,1973,,,4.7,4.7,,99.91,100.0,,4.7
2019,Subaru,Ascent Premium 7-Passenger,4.5,534,4.73,1113,,,4.5,4.73,,100.0,100.0,,4.62
2020,Subaru,Forester Sport,4.8,444,4.4,350,,,4.8,4.4,,100.0,100.0,,4.6
2019,Cadillac,XT5 Luxury AWD,4.6,94,4.8,896,,,4.59,4.8,,99.32,100.0,,4.7
2021,Ford,F-150 XL,4.8,158,3.89,195,,,4.8,3.89,,100.0,100.0,,4.34
2018,Chevrolet,Equinox Premier,4.7,708,3.7,98,,,4.7,3.7,,100.0,100.0,,4.2
2019,Dodge,Grand Caravan GT,4.7,136,3.6,110,,,4.7,3.6,,99.99,100.0,,4.15
2021,BMW,X5 sDrive40i,4.8,26,2.1,12,,,3.86,1.15,,6.18,5.21,,2.62
2022,Kia,K5 GT-Line,4.6,5,4.4,52,,,3.61,4.4,,0.61,99.76,,4.39
2017,Honda,Civic EX-L,4.8,743,4.7,842,,,4.8,4.7,,100.0,100.0,,4.75
2020,Ford,Escape Titanium Hybrid,4.6,230,4.2,365,,,4.6,4.2,,100.0,100.0,,4.4
2021,Nissan,Altima 2.5 S,4.9,17,4.6,2624,,,3.92,4.6,,2.32,100.0,,4.58
2021,Mercedes-Benz,GLB 250 Base,4.4,30,4.42,633,,,3.49,4.42,,9.39,100.0,,4.34
2015,Lexus,LS 460,4.8,18,4.7,148,,,3.83,4.7,,2.59,100.0,,4.68
2021,Subaru,Forester Touring,4.9,109,4.3,135,,,4.9,4.3,,99.88,100.0,,4.6
2012,Jeep,Grand Cherokee Overland,4.5,179,3.4,3,,,4.5,2.41,,100.0,0.73,,4.48
2010,Toyota,RAV4 Sport,4.5,149,4.1,129,,,4.5,4.1,,100.0,100.0,,4.3
2013,Audi,A6 2.0T Premium Plus,4.8,49,4.6,243,,,4.27,4.6,,47.17,100.0,,4.49
2008,BMW,M6,4.8,14,3.0,4,,,3.82,2.01,,1.66,0.91,,3.18
2016,GMC,Yukon SLE,4.3,59,4.6,249,,,4.03,4.6,,73.5,100.0,,4.36
2013,Mercedes-Benz,S-Class S 550,4.8,27,4.7,1660,,,3.87,4.7,,6.87,100.0,,4.65
2021,Porsche,911,4.9,4,4.3,6,,,3.91,3.31,,0.54,1.42,,3.48
2016,Dodge,Challenger R/T,4.8,190,4.7,1973,,,4.8,4.7,,100.0,100.0,,4.75
2016,Nissan,370Z Sport,4.8,26,4.6,893,,,3.86,4.6,,6.18,100.0,,4.56
2018,BMW,X6 xDrive35i,4.7,18,4.69,1838,,,3.73,4.69,,2.59,100.0,,4.67
2020,Hyundai,Elantra Limited,4.8,268,4.64,901,,,4.8,4.64,,100.0,100.0,,4.72
2018,Chevrolet,Traverse LS,4.7,266,4.6,837,,,4.7,4.6,,100.0,100.0,,4.65
2020,Mitsubishi,Outlander SEL,4.7,84,4.67,1657,,,4.68,4.67,,97.92,100.0,,4.67
2020,Volkswagen,Passat 2.0T R-Line,4.7,75,4.7,2793,,,4.64,4.7,,94.44,100.0,,4.67
2015,Lincoln,Navigator Base,4.7,23,4.3,400,,,3.74,4.3,,4.48,100.0,,4.28
2013,Volvo,S60 T5 Premier,4.7,61,4.0,6,,,4.48,3.01,,77.67,1.42,,4.45
2021,Kia,Telluride LX,4.9,91,4.5,407,,,4.89,4.5,,99.05,100.0,,4.69
2020,Subaru,Outback Touring,4.7,215,4.8,618,,,4.7,4.8,,100.0,100.0,,4.75
2020,Kia,Soul GT-Line 1.6L,4.7,207,3.9,68,,,4.7,3.9,,100.0,99.99,,4.3
2017,BMW,X3 sDrive28i,4.8,89,4.7,57,,,4.79,4.7,,98.81,99.92,,4.74
2019,Tesla,Model 3 Mid Range,4.9,33,4.8,562,,,4.03,4.8,,12.71,100.0,,4.71
2018,Toyota,Highlander XLE,4.8,1676,4.67,5945,,,4.8,4.67,,100.0,100.0,,4.73
2018,BMW,X5 xDrive50i,4.8,66,3.7,21,,,4.66,2.99,,85.98,29.06,,4.24
2021,Jeep,Grand Cherokee Laredo,4.7,58,4.2,126,,,4.41,4.2,,71.23,100.0,,4.29
2020,Toyota,4Runner SR5 Premium,4.8,84,4.6,2022,,,4.78,4.6,,97.92,100.0,,4.69
2017,Honda,Accord Sport,4.8,572,4.6,509,,,4.8,4.6,,100.0,100.0,,4.7
2019,GMC,Sierra 1500 SLT,4.5,120,4.4,1071,,,4.5,4.4,,99.96,100.0,,4.45
2019,Hyundai,Kona EV Limited,4.8,39,4.5,2945,,,4.02,4.5,,22.33,100.0,,4.41
2015,Chevrolet,Captiva Sport 2LS,4.9,19,4.5,593,,,3.93,4.5,,2.89,100.0,,4.48
2020,Chevrolet,Spark 1LT,4.7,117,4.32,2020,,,4.7,4.32,,99.95,100.0,,4.51
2021,Ford,F-150 Platinum,4.8,158,4.48,3167,,,4.8,4.48,,100.0,100.0,,4.64
2017,Ford,Expedition Limited,4.7,73,3.8,13,,,4.63,2.86,,93.13,6.43,,4.52
2017,Toyota,Tundra Limited,4.7,166,4.7,537,,,4.7,4.7,,100.0,100.0,,4.7
2021,Kia,Telluride S,4.9,182,4.47,746,,,4.9,4.47,,100.0,100.0,,4.68
2016,Audi,Q5 3.0T Premium Plus,4.7,44,4.9,121,,,4.04,4.9,,33.63,100.0,,4.68
2021,Chevrolet,Trailblazer ACTIV,4.8,85,2.5,3,,,4.78,1.51,,98.14,0.73,,4.76
2018,Jeep,Wrangler JK Unlimited Sahara,4.8,197,4.9,2267,,,4.8,4.9,,100.0,100.0,,4.85
2022,Honda,Odyssey EX-L,4.6,8,4.9,2629,,,3.61,4.9,,0.85,100.0,,4.89
2020,Tesla,Model 3 Standard Range Plus,4.3,32,4.73,1813,,,3.42,4.73,,11.51,100.0,,4.59
2015,Chevrolet,Silverado 1500 LT,4.6,250,4.3,13,,,4.6,3.36,,100.0,6.43,,4.53
2019,Nissan,Murano Platinum,4.9,192,4.52,78,,,4.9,4.52,,100.0,100.0,,4.71
2014,Hyundai,Elantra GT Base,4.2,60,4.8,3701,,,3.96,4.8,,75.64,100.0,,4.44
2021,Dodge,Charger SRT8,4.9,21,4.8,514,,,3.94,4.8,,3.6,100.0,,4.77
2018,Jeep,Compass Latitude,4.6,418,4.7,2087,,,4.6,4.7,,100.0,100.0,,4.65
2019,Lexus,ES 350 Premium,4.6,121,4.9,961,,,4.6,4.9,,99.97,100.0,,4.75
2008,Kia,Sorento LX,4.5,39,4.3,29,,,3.72,4.01,,22.33,70.94,,3.94
2018,Land,Rover Range Rover Velar P250 HSE R-Dynamic,4.0,82,4.7,756,,,3.97,4.7,,97.41,100.0,,4.34
2020,Land,Rover Discovery SE,4.9,3,4.7,1973,,,3.9,4.7,,0.48,100.0,,4.7
2021,Chevrolet,Silverado 1500 Custom Trail Boss,4.5,75,4.4,1759,,,4.44,4.4,,94.44,100.0,,4.42
2016,BMW,X5 xDrive50i,4.8,73,4.7,4177,,,4.73,4.7,,93.13,100.0,,4.72
