Year,Make,Model,Used/New,Price
2020,Acura,RDX A-Spec,Acura Certified,42000
2019,Kia,Sportage LX,Used,23994
2018,Mercedes-Benz,C-Class C 300,Used,29989
2021,BMW,X3 M40i,Used,57880
2016,Porsche,Macan S,Used,44998
2013,Acura,RDX Base,Used,16800
2017,Honda,CR-V EX-L,Used,25977
2019,Jeep,Grand Cherokee Limited,Used,33099
2018,Audi,Q7 2.0T Premium Plus,Used,38997
2018,Porsche,718 Cayman GTS,Used,81991
2019,INFINITI,QX80 Luxe,Used,42988
2019,Chevrolet,Tahoe Premier,Used,64960
2012,Cadillac,SRX Performance Collection,Used,13997
2018,Jeep,Grand Cherokee Limited,Used,28988
2020,Chevrolet,Equinox Premier w/1LZ,Used,33899
2017,Toyota,Camry SE,Used,27957
2019,Chevrolet,Equinox 1LT,Used,24699
2020,Chevrolet,Equinox 1LT,Used,24777
2017,Ford,Escape SE,Used,19748
2020,Toyota,Corolla LE,Used,24499
2020,Chevrolet,Trax LT,Used,23495
2019,Jeep,Grand Cherokee Limited,Used,37777
2020,Ford,Explorer Limited,Used,38979
2020,Chevrolet,Traverse LT Cloth,Used,41500
2019,Jeep,Grand Cherokee Limited,Used,34500
2020,Jeep,Grand Cherokee Limited,Used,31949
2018,Toyota,Highlander LE,Used,35997
2021,Toyota,Venza Limited,Used,40396
2018,INFINITI,QX60 Base,Used,31958
2020,Volkswagen,Tiguan 2.0T SE,Used,29323
2020,Kia,Sportage S,Used,29500
2020,Buick,Enclave Avenir,Used,45900
2020,Buick,Enclave Essence,Used,35300
2019,Nissan,Sentra S,Used,19858
2021,Volkswagen,Tiguan 2.0T SE,Used,30992
2018,Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,34088
2020,Hyundai,Santa Fe SE 2.4,Used,25491
2021,Audi,A4 40 Premium Plus,Used,41995
2021,Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,52886
2019,Cadillac,XT5 Luxury,Used,35000
2020,Ford,F-150 XLT,Used,52980
2019,Mercedes-Benz,GLA 250 Base 4MATIC,Mercedes-Benz Certified,29979
2021,Subaru,Forester Premium,Used,32442
2018,Nissan,Rogue SV,Used,22189
2019,Lincoln,Navigator Black Label,Used,85889
2020,Kia,Soul S,Kia Certified,23296
2013,Cadillac,CTS Performance,Used,24970
2018,Ford,F-150 Raptor,Used,57998
2019,Mercedes-Benz,S-Class S 560,Used,73949
2009,Audi,A4 2.0T Premium Plus quattro,Used,8099
2019,Toyota,Highlander Limited Platinum,Used,40476
2021,Acura,RDX w/Technology Package,Used,44890
2018,Mercedes-Benz,E-Class E 400 4MATIC,Used,50998
2019,BMW,X5 xDrive40i,BMW Certified,54999
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,40889
2016,Ford,F-150,Used,24900
2019,Buick,Encore Preferred,Used,23624
2019,Lexus,GX 460 Base,Used,45498
2021,Mazda,CX-5 Grand Touring,Used,29288
2012,Mercedes-Benz,CLS-Class CLS 550 4MATIC,Used,22899
2019,Lincoln,Nautilus Reserve,Used,37000
2019,Jeep,Cherokee Limited,Used,29351
2020,Hyundai,Elantra SEL,Used,17995
2019,BMW,540 i xDrive,BMW Certified,48888
2015,Acura,TLX V6 Advance,Used,23437
2019,Acura,MDX 3.5L w/Technology Package,Used,39104
2019,BMW,X5 xDrive40i,Used,54988
2021,Mercedes-Benz,C-Class C 300 4MATIC,Mercedes-Benz Certified,44498
2021,Jeep,Grand Cherokee L Overland,Jeep Certified,58711
2015,Jeep,Grand Cherokee Limited,Used,26989
2020,Toyota,Camry LE,Used,28099
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Used,40795
2021,Dodge,Charger Scat Pack,Used,60000
2019,Porsche,Macan Base,Used,55000
2018,Mercedes-Benz,CLA 250 Base,Used,30351
2019,BMW,X3 xDrive30i,Used,39998
2017,Porsche,911 Turbo S,Porsche Certified,167992
2019,Tesla,Model 3 Standard Range Plus,Used,49400
2019,Nissan,Murano Platinum,Used,33995
2020,Lexus,ES 350 Base,Used,37573
2021,Toyota,Corolla LE,Toyota Certified,26999
2020,Toyota,Corolla LE,Used,21600
2017,BMW,X5 sDrive35i,Used,29962
2021,Toyota,Camry SE,Toyota Certified,36891
2019,INFINITI,QX60 Luxe,INFINITI Certified,39850
2020,Mercedes-Benz,GLE 350 Base,Used,54893
2020,Toyota,Highlander XLE,Used,45995
2020,Chevrolet,Malibu LT,Used,27991
2013,Subaru,Outback 2.5i Limited,Used,22000
2020,Ford,Explorer ST,Used,49995
2017,Mercedes-Benz,GLS 450 Base 4MATIC,Used,34999
2019,Lincoln,Navigator Reserve,Used,64991
2020,Ford,F-150 XLT,Used,43990
2019,Lincoln,Nautilus Reserve,Used,39955
2017,Chevrolet,Equinox 1LT,Used,21391
2021,Toyota,Camry SE,Used,29889
2020,Chevrolet,Suburban LT,Chevrolet Certified,58540
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Mercedes-Benz Certified,52900
2021,Cadillac,XT5 Premium Luxury,Cadillac Certified,53995
2021,Nissan,Sentra S,Nissan Certified,27500
2008,Honda,Element LX,Used,7099
2020,GMC,Sierra 1500 Denali,Used,60062
2015,Mercedes-Benz,GLK-Class GLK 350,Used,24698
2015,Chrysler,Town & Country Limited Platinum,Used,19500
2020,RAM,1500 Big Horn,Used,39742
2019,Ford,Edge SEL,Used,35995
2021,Chevrolet,Equinox 1LT,Used,29176
2019,Honda,Pilot EX-L,Honda Certified,35674
2019,Cadillac,XT4 Sport,Used,38700
2018,GMC,Sierra 1500 Denali,Used,45949
2019,Honda,CR-V LX,Honda Certified,28727
2020,Jeep,Wrangler Unlimited Sahara,Used,43487
2013,Mercedes-Benz,CLS-Class CLS 550,Used,23285
2018,Land,Rover Range Rover Supercharged,Used,79496
2014,Chevrolet,Equinox LS,Used,8099
2021,Mazda,CX-5 Carbon Edition Turbo,Used,36998
2019,Ford,Expedition Limited,Used,56778
2016,Nissan,Rogue SV,Used,20999
2019,Cadillac,CT6 3.6L Premium Luxury,Used,46347
2020,Ford,Fusion SE,Ford Certified,22125
2020,Ford,Escape SEL,Used,29995
2015,Jeep,Grand Cherokee Overland,Used,26979
2018,Mazda,CX-5 Grand Touring,Used,27889
2020,Hyundai,Santa Fe SEL 2.4,Used,26790
2019,Chevrolet,Cruze LT,Used,19397
2019,BMW,X3 xDrive30i,Used,39998
2010,Chrysler,Town & Country Touring Plus,Used,10775
2014,Mercedes-Benz,E-Class E 350,Used,18998
2021,Honda,Civic LX,Used,25582
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,52227
2020,Land,Rover Range Rover SWB,Used,99997
2019,Honda,Civic LX,Honda Certified,23995
2018,GMC,Yukon SLT,Used,46900
2019,BMW,X3 xDrive30i,BMW Certified,40979
2019,Mercedes-Benz,CLS 450 Base,Used,59688
2017,Honda,CR-V Touring,Used,28664
2019,Porsche,Macan 4DR SUV AWD,Used,49981
2019,Honda,Pilot EX-L,Used,36997
2021,Subaru,Crosstrek Sport,Used,32500
2018,Mazda,Mazda3 Touring,Used,20999
2019,Mercedes-Benz,A-Class A 220,Used,31499
2020,Toyota,Tacoma SR5,Toyota Certified,35992
2019,Honda,CR-V EX-L,Honda Certified,33495
2020,Honda,CR-V EX-L,Used,34991
2020,Subaru,Outback Limited,Used,35500
2019,Chevrolet,Trax LS,Used,21729
2019,Mercedes-Benz,C-Class C 300 4MATIC,Used,36000
2020,BMW,X7 xDrive40i,Used,62989
2019,Toyota,4Runner Limited,Used,46995
2019,Ford,Escape Titanium,Ford Certified,30495
2019,Honda,CR-V EX-L,Used,30000
2019,BMW,X5 xDrive40i,Used,53490
2019,Hyundai,Tucson Limited,Used,29999
2020,Ford,Explorer XLT,Used,39437
2018,BMW,330 i xDrive,Used,23995
2020,BMW,X3 xDrive30i,BMW Certified,42943
2019,BMW,X7 xDrive40i,Used,68943
2019,Nissan,Murano SL,Nissan Certified,28965
2020,INFINITI,QX60 Luxe,Used,38989
2019,Subaru,Outback 2.5i Touring,Subaru Certified,32132
2018,GMC,Sierra 1500 Denali,Used,51990
2019,Jeep,Compass Latitude,Used,23988
2016,Mercedes-Benz,S-Class S 550 4MATIC,Used,63993
2016,BMW,X4 xDrive28i,Used,29942
2019,Honda,CR-V EX-L,Honda Certified,32990
2019,Jeep,Renegade Sport,Used,23989
2019,Acura,RDX Base,Used,33600
2019,Cadillac,XT4 Premium Luxury,Used,32951
2021,BMW,228 Gran Coupe 228i sDrive Gran Coupe,Used,35998
2019,BMW,X3 sDrive30i,Used,31900
2018,GMC,Sierra 1500 SLT,Used,47500
2020,Mercedes-Benz,S-Class S 560 4MATIC,Used,95999
2017,Jeep,Grand Cherokee Trailhawk,Used,29999
2014,Lexus,IS 250 Base,Used,31578
2019,BMW,X5 xDrive40i,Used,52505
2021,RAM,1500 Limited,RAM Certified,61000
2018,Alfa,Romeo Giulia Ti,Used,29591
2019,Toyota,Highlander LE,Used,32823
2020,Buick,Enclave Avenir,Used,43429
2021,Toyota,Highlander XLE,Used,45294
2019,BMW,330 i,Used,38995
2020,Chevrolet,Trax LS,Used,17600
2019,Mazda,CX-9 Touring,Used,27694
2017,Honda,Civic LX,Used,21300
2020,Tesla,Model Y Performance,Used,67880
2019,INFINITI,QX80 Luxe,Used,46990
2016,Ford,Mustang GT,Used,30542
2021,Toyota,RAV4 LE,Used,33223
2015,Ford,Escape Titanium,Used,19802
2018,Jeep,Grand Cherokee Limited,Used,32500
2020,Nissan,Rogue S,Used,26973
2020,Ford,Edge Titanium,Used,39000
2020,Honda,Odyssey Touring,Used,44700
2021,Honda,Pilot Special Edition,Honda Certified,41929
2016,Chevrolet,Traverse LTZ,Used,24000
2020,Chevrolet,Malibu LT,Used,20845
2017,Chevrolet,Silverado 1500 1LZ,Used,38998
2019,Toyota,RAV4 LE,Toyota Certified,31767
2019,Hyundai,Santa Fe SEL Plus 2.4,Used,30823
2021,Toyota,Highlander XLE,Used,43577
2019,Toyota,RAV4 LE,Used,31531
2019,BMW,X6 xDrive35i,Used,56983
2019,Cadillac,XT5 Luxury,Cadillac Certified,38787
2018,Jaguar,F-PACE 25t Premium,Used,39241
2019,Acura,MDX 3.5L,Used,39575
2021,Jeep,Grand Cherokee Limited,Used,45120
2020,Volkswagen,Passat 2.0T R-Line,Used,27597
2021,Lexus,GX 460 Base,Used,60500
2020,Chevrolet,Traverse LT Cloth,Used,37023
2020,Toyota,4Runner SR5,Used,42955
2017,Chevrolet,Equinox Premier,Used,20682
2019,Chevrolet,Cruze LT,Used,23900
2017,Nissan,Maxima 3.5 Platinum,Used,18993
2021,Volkswagen,Tiguan 2.0T SE,Used,31514
2020,Hyundai,Santa Fe SEL 2.4,Used,33300
2019,Chevrolet,Trax LS,Chevrolet Certified,19000
2015,BMW,X5 xDrive50i,Used,34900
2018,INFINITI,QX80 Base,Used,46455
2019,BMW,540 i,Used,47988
2021,Honda,Pilot EX-L,Used,45852
2021,Honda,Pilot Special Edition,Honda Certified,41497
2020,BMW,M4 Base,Used,76525
2019,Honda,Civic LX,Used,19898
2020,Honda,CR-V LX,Used,29422
2019,GMC,Terrain Denali,GMC Certified,35032
2019,Mercedes-Benz,C-Class C 300 4MATIC,Used,38999
2019,Lexus,GX 460 Base,Used,43649
2017,BMW,330 Gran Turismo i xDrive,Used,28995
2021,Honda,Pilot EX-L,Honda Certified,41289
2020,Jeep,Wrangler Unlimited Sahara,Used,43600
2021,Tesla,Model 3 Standard Range Plus,Used,54992
2020,RAM,1500 Limited,Used,58760
2020,Honda,Pilot EX-L,Used,37491
2019,Cadillac,XT5 Luxury,Cadillac Certified,38595
2017,Porsche,Macan S,Used,39995
2021,Lexus,RX 350 Base,Used,51900
2021,GMC,Yukon Denali,Used,86470
2016,Subaru,Outback 2.5i Limited,Used,24000
2017,Lexus,ES 350 Base,Used,28000
2019,Toyota,Tundra SR5,Toyota Certified,39997
2019,Subaru,Forester Premium,Subaru Certified,28211
2019,Cadillac,XT4 Sport,Cadillac Certified,39499
2020,Volvo,XC60 T5 Inscription,Volvo Certified,42595
2020,Volvo,XC60 T5 Inscription,Volvo Certified,41995
2020,GMC,Acadia SLE,Used,34890
2021,Chevrolet,Tahoe LT,Used,62753
2019,Mercedes-Benz,C-Class C 300,Used,40495
2017,Mercedes-Benz,GLA 250 Base,Used,30400
2018,Mercedes-Benz,E-Class E 300,Used,33991
2019,Land,Rover Discovery SE,Used,45995
2020,Ford,Edge ST,Used,40990
2019,BMW,540 i xDrive,Used,42990
2012,Honda,Accord EX-L,Used,17994
2019,BMW,330 i xDrive,Used,32950
2019,Acura,RDX A-Spec,Used,38000
2020,Chrysler,Pacifica Touring-L,Used,27995
2019,Chevrolet,Trax LT,Used,21000
2019,Mercedes-Benz,GLC 300 4MATIC,Used,39987
2020,Kia,Sportage LX,Used,25499
2020,GMC,Terrain SLT,Used,23659
2020,Audi,Q5 45 Premium,Used,39988
2020,Toyota,Camry LE,Used,28820
2018,Ford,Escape SE,Ford Certified,24595
2020,Mercedes-Benz,GLA 250 Base 4MATIC,Used,36498
2018,Tesla,Model X 75D,Used,79950
2021,Ford,F-150 Lariat,Ford Certified,61777
2019,Subaru,Outback 2.5i,Used,29974
2020,Honda,CR-V EX,Used,30952
2018,Subaru,Outback 3.6R Limited,Used,27600
2018,Subaru,Outback 3.6R Limited,Used,26500
2019,Subaru,Forester Limited,Used,32923
2019,Mercedes-Benz,CLA 250 Base 4MATIC,Used,31539
2019,BMW,X5 xDrive40i,Used,54499
2013,BMW,328 i,Used,14938
2019,Mercedes-Benz,GLS 450 Base 4MATIC,Used,60880
2017,Chevrolet,Tahoe LT,Used,47991
2021,RAM,1500 Laramie,Used,48493
2019,Volvo,S60 T6 Inscription,Volvo Certified,39900
2016,Mercedes-Benz,GL-Class GL 450 4MATIC,Used,39998
2020,GMC,Yukon SLT,Used,41549
2018,Audi,A5 2.0T Premium,Used,39139
2019,Honda,Civic LX,Honda Certified,25988
2019,Toyota,Tundra SR5,Used,43980
2019,Ford,Expedition XLT,Used,39422
2021,Mercedes-Benz,GLB 250 Base,Mercedes-Benz Certified,40990
2019,Cadillac,Escalade Luxury,Used,55989
2020,Toyota,Camry SE,Used,30991
2021,Mercedes-Benz,E-Class E 350,Used,56997
2020,Land,Rover Range Rover HSE,Used,94999
2020,GMC,Acadia SLT,Used,32766
2018,Mercedes-Benz,C-Class C 300,Used,30491
2020,RAM,1500 Classic SLT,Used,39000
2021,RAM,1500 Laramie,RAM Certified,48876
2019,Ford,Edge SEL,Used,35599
2016,BMW,535 i xDrive,Used,25787
2019,Ford,F-150 Lariat,Used,55400
2020,Honda,CR-V EX-L,Honda Certified,35999
2020,Kia,Sportage EX,Kia Certified,32497
2019,Chevrolet,Blazer 2LT,Used,35000
2013,Jeep,Grand Cherokee Laredo,Used,16999
2019,Buick,Encore Preferred,Buick Certified,24250
2014,BMW,X1 xDrive 28i,Used,14344
2019,GMC,Acadia SLE-2,Used,29767
2018,Chevrolet,Equinox 1LT,Chevrolet Certified,22998
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Mercedes-Benz Certified,59196
2018,BMW,X5 xDrive35i,Used,39993
2019,Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,Used,73995
2013,Scion,iQ Base,Used,5090
2019,Jeep,Grand Cherokee Limited,Used,35471
2019,Chevrolet,Equinox 1LT,Used,26793
2017,Chevrolet,Silverado 1500 LTZ,Used,40596
2020,Kia,Telluride LX,Used,34995
2019,Ford,F-150 XLT,Used,40988
2019,INFINITI,QX60 Luxe,Used,35999
2019,Lexus,ES 350 F Sport,Used,42998
2017,Ford,Fusion SE,Used,19890
2020,Chevrolet,Equinox 2LT,Chevrolet Certified,23688
2019,Buick,Encore Preferred,Used,21710
2014,Ford,Fusion Titanium,Used,16500
2021,Subaru,Outback Premium,Subaru Certified,33360
2021,Toyota,Corolla LE,Used,25200
2011,Toyota,Tundra Grade,Used,18999
2019,Volvo,XC90 T6 Momentum,Used,44442
2020,Chevrolet,Equinox 1LT,Used,23069
2021,Audi,Q5 45 Premium,Used,45950
2022,Nissan,Frontier PRO-4X,Used,55035
2021,Toyota,Corolla LE,Used,24753
2016,Chevrolet,Silverado 1500 LTZ,Used,32639
2019,Honda,Accord Sport,Used,28500
2021,BMW,X5 xDrive40i,BMW Certified,63995
2020,Mazda,CX-9 Touring,Used,35800
2021,Toyota,Avalon Hybrid Limited,Toyota Certified,48998
2019,Hyundai,Elantra SEL,Used,20000
2019,BMW,X5 xDrive40i,Used,53999
2020,Nissan,Rogue SL,Nissan Certified,34599
2018,Dodge,Durango R/T,Used,42500
2015,BMW,X5 xDrive35i,Used,26799
2020,Honda,CR-V EX-L,Used,34990
2019,Audi,Q7 45 Premium,Used,42591
2020,Lexus,RX 350 Base,Used,42986
2019,BMW,X5 xDrive40i,Used,46995
2019,Subaru,Forester Limited,Subaru Certified,30774
2020,Volkswagen,Tiguan 2.0T SE,Volkswagen Certified,29665
2021,BMW,X1 xDrive28i,BMW Certified,41777
2019,GMC,Acadia SLT-1,Used,36999
2021,Audi,Q5 45 Premium,Used,48995
2016,BMW,X5 xDrive35i,Used,31977
2021,Mercedes-Benz,GLB 250 Base 4MATIC,Mercedes-Benz Certified,42992
2020,Honda,Accord LX 1.5T,Honda Certified,29860
2019,Jeep,Cherokee Limited,Jeep Certified,30399
2015,INFINITI,QX60 Base,Used,21498
2021,Mercedes-Benz,GLC 300 Base 4MATIC,Mercedes-Benz Certified,44884
2019,BMW,X3 xDrive30i,Used,37388
2019,BMW,X3 sDrive30i,BMW Certified,37999
2020,Nissan,Rogue SV,Used,27999
2016,Toyota,Sienna XLE,Used,27995
2015,Acura,TLX Tech,Used,23023
2017,Toyota,Sienna XLE Premium,Used,43998
2014,GMC,Acadia Denali,Used,19596
2019,BMW,X3 xDrive30i,BMW Certified,39998
2017,Chevrolet,Tahoe LT,Used,41998
2021,Mitsubishi,Outlander Sport 2.0 ES,Used,26225
2018,BMW,X5 sDrive35i,Used,43962
2021,BMW,330 i,BMW Certified,47062
2020,Subaru,WRX STI Base,Used,42500
2019,Mazda,CX-5 Grand Touring,Used,29639
2019,Toyota,Camry SE,Used,24779
2019,GMC,Acadia SLE-2,Used,32500
2020,Subaru,Outback Limited,Subaru Certified,38988
2019,Jeep,Grand Cherokee Limited,Used,35998
2019,INFINITI,QX60 Luxe,Used,33389
2019,Honda,CR-V EX,Used,29931
2019,Chevrolet,Suburban LT,Used,47988
2007,Toyota,4Runner SR5,Used,12993
2021,RAM,1500 Laramie,Used,51288
2019,Toyota,RAV4 XLE,Used,28975
2019,Ford,Escape SE,Ford Certified,23799
2021,Mazda,CX-5 Touring,Used,28660
2019,Toyota,Highlander Hybrid Limited,Toyota Certified,37900
2021,Toyota,4Runner TRD Off Road Premium,Used,48245
2018,Chevrolet,Equinox 2LT,Used,25989
2018,Honda,Accord EX-L,Used,29533
2019,Honda,CR-V EX-L,Honda Certified,32489
2014,Acura,RDX Base,Used,17495
2016,Nissan,Versa 1.6 S,Used,11874
2018,BMW,X5 M Base,Used,67500
2019,Chevrolet,Equinox Premier w/1LZ,Chevrolet Certified,28572
2021,Tesla,Model 3 Standard Range Plus,Used,55700
2022,Volvo,XC60 B5 Inscription,Used,48500
2017,Jeep,Grand Cherokee Limited,Used,25995
2019,Volkswagen,Tiguan 2.0T SE,Used,29359
2020,Kia,Sportage LX,Kia Certified,26977
2020,Ford,Edge SEL,Used,30495
2021,Jeep,Grand Cherokee Limited,Used,39995
2020,Subaru,Ascent Limited 7-Passenger,Used,37997
2019,Subaru,Outback 2.5i Limited,Used,31289
2019,Buick,Enclave Essence,Used,35700
2021,Chevrolet,Silverado 1500 LTZ,Used,53548
2019,Mercedes-Benz,CLA 250,Used,30000
2020,Kia,Sportage LX,Kia Certified,26992
2020,Dodge,Challenger R/T Scat Pack,Used,51500
2020,Nissan,Titan SV,Nissan Certified,38752
2017,Buick,Encore Preferred,Used,18301
2019,Audi,S5 3.0T Premium Plus,Used,44595
2017,Chevrolet,Corvette Stingray Z51,Used,63693
2019,INFINITI,QX60 Pure,Used,34998
2019,BMW,X7 xDrive50i,BMW Certified,76996
2019,Honda,CR-V EX-L,Used,35000
2019,Mercedes-Benz,CLA 250 Base 4MATIC,Used,33763
2018,Mercedes-Benz,GLE 350 Base 4MATIC,Used,41000
2019,BMW,X3 xDrive30i,BMW Certified,39498
2019,Lamborghini,Urus Base,Used,242888
2017,Chevrolet,Corvette Stingray Z51,Used,57995
2017,BMW,X3 xDrive28i,Used,31998
2019,Mercedes-Benz,GLA 250 Base 4MATIC,Used,29977
2019,Jeep,Grand Cherokee Limited,Used,33500
2020,Toyota,Highlander Limited,Used,47588
2019,Acura,RDX Base,Used,36784
2020,Lexus,ES 350 F Sport,Used,47982
2016,Lexus,RX 350 Base,Used,29995
2019,INFINITI,QX50 ESSENTIAL,INFINITI Certified,35900
2019,BMW,X5 xDrive40i,Used,50985
2016,Mercedes-Benz,C-Class C 300,Used,22895
2019,Alfa,Romeo Stelvio Ti,Used,34990
2019,Jeep,Cherokee Latitude Plus,Used,20870
2022,Acura,MDX Advance,Used,62952
2019,BMW,330 i,Used,34998
2020,Volkswagen,Jetta 1.4T S,Volkswagen Certified,21977
2019,Mercedes-Benz,CLS 450 Base,Used,55398
2019,Ford,F-150 Raptor,Used,77998
2019,Ford,Transit Connect XL,Used,28900
2021,Kia,Sportage S,Kia Certified,29591
2019,Audi,A5 2.0T Premium,Used,40778
2020,Honda,Accord LX 1.5T,Used,26480
2015,Dodge,Durango Citadel,Used,25999
2020,BMW,X5 xDrive40i,BMW Certified,53988
2019,Mercedes-Benz,AMG C 43 Base 4MATIC,Used,43997
2019,Volkswagen,Tiguan 2.0T S,Used,21999
2019,Toyota,Highlander SE,Used,35991
2019,Subaru,Crosstrek 2.0i Premium,Subaru Certified,28999
2019,Acura,MDX 3.5L w/Technology Package,Used,43991
2016,BMW,X5 xDrive35i,Used,39998
2016,Acura,TLX V6 Tech,Used,24499
2021,Ford,Mustang Mach-E Select,Used,53995
2019,Audi,Q5 2.0T Premium Plus,Used,37998
2015,Lexus,GS 350 Base,Used,24992
2020,Toyota,Camry SE,Used,28999
2019,BMW,330 i,BMW Certified,37980
2020,Lexus,RX 350,Used,46598
2021,Jeep,Grand Cherokee Limited,Jeep Certified,41000
2020,RAM,1500 Rebel,Used,49984
2017,Chevrolet,Corvette Grand Sport,Used,66999
2019,Audi,Q7 45 Premium Plus,Used,48814
2017,Subaru,Outback 2.5i Limited,Subaru Certified,30998
2021,Toyota,Tacoma SR,Used,32492
2018,Land,Rover Discovery HSE,Used,49494
2014,Ford,Escape Titanium,Used,16999
2017,RAM,1500 Laramie,Used,31800
2021,RAM,1500 Lone Star,Used,44891
2018,INFINITI,QX80 Base,Used,44999
2020,Volvo,V60 Cross Country T5,Volvo Certified,46968
2019,Toyota,Corolla LE,Used,23482
2021,Toyota,4Runner SR5,Used,41675
2016,Toyota,4Runner SR5,Used,32205
2017,Toyota,RAV4 XLE,Used,27498
2018,Lexus,RX 350,Used,46949
2018,Mercedes-Benz,C-Class C 300,Used,26491
2018,Ford,Escape S,Ford Certified,20387
2012,Dodge,Journey SE/AVP,Used,9099
2019,BMW,X3 xDrive30i,BMW Certified,39780
2020,BMW,X5 xDrive40i,Used,58998
2017,Ford,Fusion SE,Used,15899
2018,Ford,Escape Titanium,Used,28495
2022,Hyundai,Santa Fe Calligraphy,Used,44995
2017,Buick,Enclave Leather,Used,28899
2020,Chevrolet,Silverado 1500 Custom,Used,34195
2021,Mercedes-Benz,GLC 300 Base 4MATIC,Mercedes-Benz Certified,47000
2020,BMW,M340 i xDrive,Used,56900
2019,BMW,X3 xDrive30i,Used,37743
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,58991
2011,Mazda,Mazda3 s Sport,Used,7099
2020,Toyota,Corolla LE,Used,22289
2021,Volkswagen,Atlas 3.6L SEL,Used,44490
2015,Chevrolet,Corvette Stingray,Used,52500
2013,Toyota,Highlander Limited,Used,17995
2020,Cadillac,CT4 Premium Luxury,Cadillac Certified,39901
2019,Honda,CR-V EX,Used,28998
2021,RAM,1500 Big Horn,Used,46795
2020,RAM,1500 Limited,Used,51331
2021,Toyota,Corolla LE,Used,26775
2015,BMW,328 i,Used,17999
2019,Toyota,RAV4 XLE,Toyota Certified,35619
2020,Chrysler,Pacifica Touring-L,Used,27491
2019,Ford,Fiesta SE,Used,18500
2020,Toyota,Camry SE,Toyota Certified,27480
2020,Jeep,Cherokee Limited,Used,29500
2012,Ford,Escape Limited,Used,10499
2020,Chevrolet,Tahoe LS,Used,49968
2021,Toyota,Camry SE,Used,31990
2019,BMW,X3 xDrive30i,Used,39900
2019,Cadillac,Escalade Luxury,Used,64900
2019,Ford,Expedition Limited,Used,49290
2015,Jeep,Cherokee Trailhawk,Used,20275
2017,Chevrolet,Equinox LT,Chevrolet Certified,20678
2020,Nissan,Titan SV,Used,41277
2019,Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,44170
2021,Kia,Telluride EX,Kia Certified,44348
2021,Toyota,RAV4 LE,Used,27691
2019,Chevrolet,Tahoe LT,Used,40821
2018,Kia,Forte LX,Used,17991
2019,Honda,Pilot EX-L,Honda Certified,32995
2019,Honda,Pilot EX,Used,26988
2019,BMW,X1 xDrive28i,Used,33995
2020,Acura,MDX 3.5L,Used,38735
2020,Tesla,Model 3 Long Range,Used,55980
2019,Mercedes-Benz,E-Class E 300,Mercedes-Benz Certified,44900
2021,Toyota,Sienna LE,Used,35995
2019,Hyundai,Tucson SEL,Used,27998
2021,Toyota,Corolla LE,Used,22977
2019,Mercedes-Benz,GLC 300 Base,Used,33395
2020,Toyota,RAV4 LE,Used,27683
2020,GMC,Acadia SLE,Used,30990
2017,Jeep,Grand Cherokee Limited,Used,32997
2019,Lexus,GX 460 Base,Used,48723
2019,Lincoln,Nautilus Reserve,Used,40688
2019,BMW,M550 i xDrive,Used,52495
2019,BMW,X5 xDrive40i,Used,51995
2019,BMW,530 i xDrive,Used,34465
2021,Toyota,Highlander XLE,Used,42222
2020,Jeep,Grand Cherokee Limited,Used,38990
2018,BMW,330 i xDrive,BMW Certified,33482
2019,Honda,CR-V EX,Used,30000
2020,Chevrolet,Trax LS,Used,24177
2019,Toyota,Highlander Hybrid Limited,Used,42999
2019,Porsche,Macan S,Used,56998
2020,Lexus,NX 300 Base,Used,39851
2020,Nissan,Pathfinder SL,Used,29203
2019,Honda,CR-V EX,Used,28272
2020,Nissan,Rogue SV,Used,23695
2015,Jeep,Grand Cherokee Limited,Used,24724
2021,RAM,1500 Limited,Used,64573
2016,Mitsubishi,Outlander Sport 2.0 ES,Used,15411
2020,BMW,X3 sDrive30i,Used,40566
2021,RAM,1500 Limited,RAM Certified,60962
2017,Ford,Explorer XLT,Used,27604
2021,Dodge,Challenger R/T Scat Pack,Used,62998
2016,Kia,Sorento LX,Used,19853
2019,BMW,X3 xDrive30i,Used,37739
2018,Audi,Q5 2.0T Tech Premium,Used,32489
2019,Chevrolet,Suburban LT,Used,46997
2020,Jeep,Compass Trailhawk,Used,29069
2021,Chevrolet,Suburban Z71,Used,79895
2017,Porsche,911 Carrera,Used,99985
2021,Audi,Q8 55 Premium,Used,84991
2020,Mercedes-Benz,GLC 300 Base,Mercedes-Benz Certified,45698
2018,Ford,EcoSport SE,Used,19500
2017,Dodge,Durango SXT,Used,25621
2016,Toyota,Camry SE,Used,17323
2018,Ford,Explorer XLT,Used,32491
2021,GMC,Yukon XL Denali,Used,85998
2019,Nissan,Murano SL,Used,33995
2018,GMC,Acadia Denali,Used,32950
2012,Nissan,Armada Platinum,Used,19995
2021,Toyota,RAV4 Hybrid LE,Used,38995
